,user_id,age,country_code,was_referred,onboarding_completed_at,t2_upgrade_at,t3_upgrade_at,became_premium_at,premium_tier,is_fraud
27,40be13dd0936bae50f821b6ed5adadf4809f24d8840a3c5fece89fed97419e4d,34.0,NL,False,2021-06-09 07:44:46.628060920+00:00,2021-06-10 09:56:26.171060920+00:00,2021-06-14 07:08:54.617060920+00:00,2021-06-09 13:26:55.040060920+00:00,community,
28,a7f34173dbac8a779ead46ecfd2383bdeb6c1bcba10d4b3efb0a1afb79caa7de,27.0,UA,False,2021-05-27 19:00:19.794174760+00:00,,,,standard,
29,2d1d950f8fe9cafef45c914fda3594780f68416fb6100f86021a72db622b511b,40.0,GB,True,2021-07-26 15:21:47.081389080+00:00,,,,standard,
30,bd2e26995e35b8c2bdee2aa0e1fb9633041c921b9dc324374093a91c6f08f2d7,26.0,FR,False,2021-05-03 18:38:39.715106240+00:00,,,,standard,
31,53656a738030f21cdd3c703c268cfa3ac91516041acd4bb4270204b1aaed76fe,19.0,FR,False,2021-07-26 17:15:44.462036200+00:00,,,,standard,
32,cad8278e672c2e75cd2814368bdad20dea5aa83ed2aadf7cb890f0402d0e6507,20.0,FR,True,2021-05-30 10:05:31.137120560+00:00,,,,standard,
33,2a0c842095beccfaff43dc6ed24d95b58a58e7984a54631367cae57d733fd51b,49.0,FR,True,2021-05-04 09:54:44.230623920+00:00,2021-05-04 11:20:41.417623920+00:00,,,standard,
34,a46e653f6331b049417ea9b7f96c533d89b7194bc2736d0522d19c9f13a5a998,28.0,FR,True,2021-05-27 22:20:14.737021760+00:00,,,2021-06-15 09:53:13.717021760+00:00,community,
35,82de70bfcdaec3f7e22660a6666429da0725e08f2acd139576defbd69b97b663,30.0,DE,True,2021-07-16 17:08:03.099459880+00:00,,,,standard,
36,deb5ceea62c1131c6da292e03263544b296178fd6788b48fe1a7d3cf4b1d2ff1,27.0,GB,False,2021-05-29 17:12:04.324564780+00:00,2021-06-21 21:59:33.193564780+00:00,,2021-06-21 22:02:51.977564780+00:00,community,
37,06eba6620ab03984770cbe34b2677bc160a4474127a6e1eefd6f4c818c6a9dea,27.0,DE,True,2021-05-21 18:09:23.323901080+00:00,,,,standard,
38,689d1283740a431855dd10209e257b8cae3e3050f36e6bf69f743a035329a87d,18.0,FR,False,2021-05-12 17:48:37.937941420+00:00,,,,standard,
39,1e746d79a8dbd9fe368881ec7682e8d0e4b41a5f3a84cc1e85b53f97aa6787de,21.0,GB,False,2021-06-03 22:38:12.060426660+00:00,2021-06-06 16:39:14.043426660+00:00,,,standard,True
40,47f37a1c75e6129b803d2ed98d937416e529ad2a285b7be84b712580e5895884,45.0,SK,False,2021-05-25 21:55:15.584593200+00:00,,,,standard,
41,afa76fab579ddcfadcd7ba6366bc1303a12084e8afb99d7a7fc51248be701271,42.0,CH,False,2021-05-06 17:06:35.514380900+00:00,2021-05-26 12:31:20.542380900+00:00,,,standard,
42,5f90eeee9cac9ebf8ba2eb87037457364dd00a473ddee31bf13f97c148f579e7,19.0,GB,False,2021-07-20 12:38:31.093296380+00:00,2021-07-23 05:57:43.889296380+00:00,,,standard,
43,7a4a7fe4993b1de67b316c1fc6d8b001a6a8f730b636b7a0bb13a07cf37d602e,29.0,GB,True,2021-05-11 08:45:31.140942240+00:00,,,,standard,
44,10a7826682e9da60295d86192e7e39b8b221acc50d5d9c1c93ae6db9b456c08f,28.0,GB,True,2021-05-09 14:57:44.392480280+00:00,,,,standard,
45,981255b74affa4e36663d129c10319d9f6089b92b83a11517e65914dde40d1d2,25.0,GB,False,2021-06-16 10:04:25.517582820+00:00,2021-06-16 10:16:50.590582820+00:00,,,standard,True
46,3670bf39630072e00ffe42083beb6b2d2bef0943972b8839f20bdde7e3125bb0,39.0,CH,False,2021-06-18 09:35:28.807511200+00:00,2021-06-21 10:07:46.271511200+00:00,,2021-06-21 10:16:09.812511200+00:00,community,
47,af330d621cbd45ffbab109e411e292350b8b805f55ac9204d8522fac4b8ae013,66.0,GB,False,2021-06-09 13:49:58.041586600+00:00,,,,standard,
48,2e2e6b43bc0bcf8454e15211093117ab88c4e88f1f8be50c89fb15fe12cab1b5,43.0,GB,False,2021-07-02 09:28:30.019598240+00:00,2021-07-06 11:44:08.832598240+00:00,,,standard,True
49,fbb32662f33b987592a7b85edb8b3f2bb0223cd43595d778aefb4ca7814bcada,47.0,UA,False,2021-05-13 16:36:26.170565399+00:00,,,,standard,
50,2ab55ac2e9f58a4ca2faeee64d4e1e1f78645ec27ecbcc30c028186d417cd57a,18.0,GB,True,2021-06-17 17:39:49.560223780+00:00,,,,standard,
51,157b43e4930ae5c5c66a8d31f1946eaa765f8ab004100f05734ac496d0438c01,44.0,GB,False,2021-07-17 19:47:18.080276700+00:00,2021-07-17 20:17:44.713276700+00:00,,,standard,True
52,b5850ec2a233d9c492868f0a21d5cd5d72e4493fdec4125bfcc0846652dd8046,23.0,GB,False,2021-07-31 10:45:24.746259840+00:00,,,,standard,
53,4cf4871ce7a752869e42b6159a281806bd2396ee2ee6f1bd6da6f0000bdf6a90,57.0,FR,False,2021-07-03 10:49:09.909059480+00:00,,,,standard,
54,3f79ee501c327f05b96526c938de477a5b8924d7cbb4f17fff15284021d23e56,36.0,BE,False,2021-05-03 13:18:32.333989620+00:00,,,,standard,
55,cc9bfea6551e3fe20de14b5e0b6ce3387120fa34302dbf80ffef4176e10f6832,31.0,FR,True,2021-05-12 10:08:31.261327340+00:00,2021-05-12 10:17:48.561327340+00:00,,,standard,
56,db9e6c7d3d23107be0bbef527c17f53ac9c5c96471884cff0952b826f2ff7dee,27.0,FR,False,2021-07-08 03:28:30.772831540+00:00,,,,standard,
57,4523e989747f275868e305fe55de3b0e929de4a3627b5ede6da2718bf291adbd,37.0,FR,True,2021-05-11 17:32:05.280102160+00:00,,,,standard,
58,d1079eef0a78ac9149eabeb61e96b3f1266a82e5e47006977bab2b746473eec2,28.0,FR,True,2021-06-16 14:50:07.004026620+00:00,2021-07-15 16:25:50.890026620+00:00,,,standard,
59,eec9a8e4a398a216c18aa7ede8197e3c324ad613406a46e3972af5826347499a,28.0,DE,False,2021-06-10 11:51:04.583692260+00:00,,,,standard,
60,15ad238e6cd983f9cc223bebd3fac7590f35dd2b554c859c7c85bbf94cbaa6e0,30.0,GB,True,2021-05-21 19:52:11.110970960+00:00,,,,standard,
61,10241ed58c7f6ee6cf8b8214eb17ebac0eea09ae1bc10058a24d5941b010138d,25.0,GB,False,2021-07-01 18:24:04.302783020+00:00,2021-07-01 20:02:30.611783020+00:00,,,standard,
62,0560e1b3d515d905539dd15611738c1fad968aa193f3822cf4873f66b8d420c7,48.0,GB,True,2021-07-29 07:45:37.243057120+00:00,,,,standard,
63,e64c27aa0e9c97137834ed1e23560e5526904c679e8c2a5f453ef37e8b0c04bb,42.0,AT,True,2021-07-03 10:40:04.555107500+00:00,,,,standard,
64,9b22f6298fd9bacda248fdf523b0967d5a2741227f49bcdbcb7c5cb724df550f,31.0,CN,False,2021-07-04 08:41:23.942710580+00:00,,,,standard,
65,c6fd8455b182bcae377a5c8906002c4bd0a88b9b8a97537ebd16ea3cc2f1d13e,50.0,GB,True,2021-05-24 07:21:08.693330240+00:00,2021-05-24 10:11:05.630330240+00:00,,,standard,
66,0bdbbd67fd8d489b8cf03bc57e404339fdc59fce4d6024ca8ccdb4ef3981ad49,23.0,GB,False,2021-07-26 09:07:03.695846220+00:00,,,,standard,True
67,6a79a5fb71d9cc8542e63173fc34e3a9668882e9ca4d0b5aee5759ee9e2debe9,32.0,FR,True,2021-07-12 03:37:39.033838160+00:00,,,,standard,
68,bb06dd40141a0936a314a8d81ad7779b0591ae20ca15fbb8d5d81878c08481b6,51.0,AE,True,2021-06-03 14:44:07.302601280+00:00,,,,standard,
69,1caa2bf06f42846874ac954e157b987b32601559b0cea762e04dfd846a836877,38.0,GB,False,2021-05-13 10:56:09.398335320+00:00,,,,standard,
70,3e77b5f05868a16934b0c56a6cd558100d9118f2dad3bcec72e50c12b5e3526a,40.0,CH,True,2021-07-03 17:57:18.173942380+00:00,,,,standard,
71,7278e112265cb71330271f28fce12152bdf0f91beefa14ac239b4d3ab2c17f5b,36.0,FR,False,2021-07-19 02:39:04.938557700+00:00,,,,standard,
72,4ab5c5c5e29f4822e6f1b3fcc32cdb2a1a65ee25797b8f22945caa00fb2412c6,18.0,DE,True,2021-05-19 11:52:00.479950861+00:00,2021-05-25 12:28:39.150950861+00:00,,,standard,
73,79176dd88588ba65d2e74f88053b4faddc7cefeb80f9e49278624b95615b56ac,39.0,IT,False,2021-05-17 21:35:08.588042240+00:00,2021-05-19 19:33:20.595042240+00:00,,,standard,
74,4acf3eafbabd3ad44ce7e07e4e3c5eaa122a4e808cc7e05478af6a11562537b2,25.0,DE,False,2021-05-24 23:14:10.511589920+00:00,,,,standard,
75,f3408c730bf894af13b6ab3830648cd7dc9daffe581ff97c174ff744ef457237,42.0,GP,True,2021-07-15 02:01:59.770762680+00:00,,,,standard,
76,681ab2779543b26f3d03e1d86b8b95a475c120ee52d778c92ddbb7790b903c19,36.0,EE,True,2021-07-03 11:15:24.388720660+00:00,,,2021-07-16 09:01:52.878720660+00:00,community,
77,13645af72d26a248b4d275b303f360354f94c60b739e1cc7f619a2719f4480dd,36.0,GB,True,2021-07-06 14:15:14.956822240+00:00,,,,standard,
78,ff18fb00e88c494f29bf34c49e16bf1deaf93629442f14e5c13138b477085066,34.0,CH,False,2021-05-09 18:34:10.917646200+00:00,,,,standard,
79,7e8d98420bee14603a2c15c135bdd7c0873c3d2e53bc1856f97eb5a9249a1b24,62.0,CA,True,2021-06-08 21:41:18.531575520+00:00,2021-06-08 22:52:56.646575520+00:00,,,standard,
80,b6dac278d861ed05eacc9200b32bec023546fb709cc91adb71b4cc8698a0a3b8,44.0,GB,True,2021-07-23 11:00:59.454325921+00:00,2021-07-26 16:23:20.527325921+00:00,,,standard,True
81,07d394f1b57af309fca9f1f0479ff1ae060d867001807fadc463630b0c9fc453,30.0,GB,True,2021-05-03 17:27:07.816947160+00:00,,,,standard,
82,78b87e407eb4fed297bb26c38ae32c6ba3fdab25e99f809921d85f2ef5c101a3,24.0,FR,True,2021-07-09 20:01:53.973427120+00:00,,,,standard,
83,73315410cfbe4451bd68370f912efb8e405b301c3fe62862654c04d718124782,52.0,NL,False,2021-05-22 11:33:22.292857779+00:00,,,,standard,
84,d2ade1886ce167e17fcccdbe7c24dff2dfce75356d6f458a0ad9024f076fb3e1,24.0,DE,True,2021-06-24 01:54:40.029973220+00:00,,,,standard,
85,6ec69dad6c8749ca6344d3177fd7f01ff2a8175d5200d0dcbbf9b82a47cd5e50,34.0,FR,False,2021-07-08 17:56:22.402958701+00:00,,,,standard,
86,94f0f8b34ddcff0ee14085ec8439fc68638e6e415a32baadbf5d4973d02aca82,32.0,FR,False,2021-05-13 20:21:34.443031560+00:00,,,,standard,
87,7902dd4cbf8f99e1e9f9a23ff813c8df93e0505e07d798b6865fb7152d12c368,37.0,FR,False,2021-05-11 18:14:22.050325040+00:00,,,,standard,
88,07ff1e5b3071f90db203091104d6bf0df8b22747c75439f924f78b15b337bc75,27.0,DE,False,2021-06-07 09:24:20.388933660+00:00,,,,standard,
89,934725e8af8791f94013271031304660c7cc85a327af3df2aa93fa3a4252231b,19.0,CH,False,2021-05-24 20:06:22.785804240+00:00,,,,standard,
90,17e1f67231bdd5e23190668dbce00316839cde8cfc340c56b0a366788554d629,29.0,CH,False,2021-05-04 13:13:17.542032560+00:00,,,,standard,
91,3a89e399667a35822f98b97c76e933cabff4e69a28b3e7783639816aacd7f04a,38.0,GB,False,2021-07-09 08:27:30.838414660+00:00,,,,standard,True
92,856a94abd7c28b97b6914b797ad377ef3f9551c4ec97b76245a6af16a34d6475,43.0,GB,False,2021-05-03 17:42:56.842555300+00:00,,,,standard,
93,18ccb31e0f773c64135eed0938dc5b1f1683224366f7b34a1bf0f4823e98fd92,28.0,FR,False,2021-07-07 15:08:09.800823220+00:00,,,,standard,
94,aafeb7196e7debb7d4f5610f4eeba53299b5f09142f916cdc6021402f16ca97e,24.0,FR,False,2021-05-14 13:15:08.510603780+00:00,,,,standard,
95,4c269d930e079f7609242b2efdea7a17888108393eaadc52d12b962c0ddd2df6,25.0,GB,False,2021-07-30 14:43:02.043443560+00:00,,,,standard,
96,1ca8824e9788371e1efb61a2b7507b5b3ae85a830ab751b875a3871567dc0c68,41.0,VN,False,2021-05-04 09:24:29.486805980+00:00,,,,standard,
97,51985a33abc154630377ac3594ea63378714d62695f12d02a884d2c6e1eec652,42.0,SG,False,2021-05-21 18:30:31.339970540+00:00,,,,standard,
98,12dde2cc1af74c2e299c0fa95f9a2a961e9e69d0eddebf34d2553388b760a3d0,23.0,FR,False,2021-05-21 17:17:18.456548540+00:00,,,,standard,
99,fecc90194a2f94b1565b71573c929e550e32e02d93d5d833f8a74c9de45e8e60,21.0,CH,True,2021-05-10 11:17:55.567357+00:00,2021-05-11 17:33:33.935357+00:00,,2021-06-09 09:57:56.708357+00:00,community,
100,8aedb9e1f1faa8536708066f75848fa2dd0f3548f2533c2a6c76e7c5905df68f,39.0,CH,True,2021-05-24 13:25:41.116809720+00:00,2021-05-25 21:57:22.889809720+00:00,,2021-05-28 11:07:30.932809720+00:00,community,
101,6170cb2f7decbd1dc2746572f38be82ec54793f5f1fad8582f39b063ec6da7bf,20.0,CH,True,2021-05-03 05:53:24.872283600+00:00,,,,standard,
102,d9408ee1e124244d7a57aac0b1e65006c8431eaa3e2bda0d1e833a4705badea5,32.0,CH,False,2021-05-05 14:28:41.195709060+00:00,2021-05-05 15:43:31.211709060+00:00,,,standard,
103,495fa0f52bef5c742bbb9bc30c2061e85ddbb7bfaa7d42209f8cb0845fbd44cc,28.0,IT,False,2021-05-07 12:56:58.675542800+00:00,2021-05-07 13:20:12.691542800+00:00,,,standard,
104,a5ae280f854bad0eb775ab211f3544e92bd0413ce67e30343f847484140b2b08,35.0,GB,False,2021-05-08 15:37:20.458356620+00:00,,,,standard,
105,252ec44c651d191260c93c48e64d91355bcbc0a50ec8d3e2c5ee4f27a9c88ad8,30.0,AE,False,2021-07-22 19:22:32.718059300+00:00,,,,standard,
106,75aacf68aaaa10452451efc6ea316818a1bcd0baafdf51a9bfa4007c35045a1a,36.0,GB,False,2021-05-18 18:28:39.321833800+00:00,,,,standard,
107,72212aae42cc628a712d794f66e858fb848a2690df5055698a551a1e41244180,18.0,FR,True,2021-07-08 09:10:56.990316220+00:00,,,,standard,
108,da46f9c5bbe1177733028dec2c6bb97741c1006f196385fb7c176477ab000751,36.0,FR,False,2021-05-03 18:08:51.613796340+00:00,,,,standard,
109,06272b7b951fddb9ba7d2e7217289433919c30560032e0f93f2ac0516e7248b9,43.0,FR,True,2021-05-10 11:40:21.588255+00:00,,,,standard,
110,2472e248e27cd95030a57f3f49b9ef8991739c8dfeab151e71a66536d33d64ad,30.0,FR,True,2021-07-07 16:59:50.733791300+00:00,,,,standard,
111,d561388faabb25d143241e6067ad1c427c875d51367c3cb21de4e7e86d7b41c0,19.0,IT,True,2021-06-01 20:18:57.712199720+00:00,,,,standard,
112,9b60f7e1fb2bd0c595ab36ebac2c711e3499566a8ee3a15e5f7a74ad6821bfa8,40.0,GB,True,2021-07-08 12:44:02.636829620+00:00,,,,standard,
113,424bb000b913f6ca8cd94ee81ae2c80d7f8cd793c0459a14a16d2a29af2fe6f9,48.0,VN,False,2021-06-04 08:41:01.924391320+00:00,,,,standard,
114,b1fea11e25d7030289f6a90c4fea34d52c1aea4b5e08591fd480887500d6343a,24.0,ZA,True,2021-05-14 03:00:17.316503360+00:00,,,,standard,
115,26535aea7be12f8fb7254a916af1e9bf740c4a4c4e1f49e79f30a48056242bc8,30.0,VN,False,2021-06-05 14:35:01.350016340+00:00,,,,standard,
116,c32d5bdbde6c33e576af9a8b1dac8bd2f42a09edfb51dbe6745a8488622703aa,50.0,NL,True,2021-07-26 19:23:23.190606420+00:00,,,,standard,
117,758854b92c2477c378faf9884986cc893bf6029d18988e391e35171c8e7a33a8,52.0,IE,True,2021-05-28 09:00:24.942553260+00:00,,,,standard,
118,9dde9c70d50190307cff0e91a1aaa6510017e86411c83b202df72a85f65d1331,26.0,GB,True,2021-05-03 14:37:40.534600260+00:00,2021-07-01 18:54:42.812600260+00:00,,,standard,
119,a4ed5fbb8716ccd348ddd41c13c12199d2b4a445ca7513d45cf0c44146586322,33.0,PT,False,2021-07-19 09:49:59.967162580+00:00,,,,standard,
120,9611079e96db20fb208b2ad9fb7fa35e2881bc1bb1d385d4865b419d940ccd7e,32.0,FR,False,2021-07-06 14:34:56.501178140+00:00,,,,standard,
121,a6c544f9255fcacb8c8a9e26d391c711d47d264a74413e09ad5fb184cee82582,40.0,CH,True,2021-06-28 16:48:48.973909460+00:00,,,,standard,
122,45866b6fe4e005530b9ddf7dd231edc499073d56b36b57880b94f38f175744ec,28.0,FR,False,2021-06-16 08:33:37.236350679+00:00,,,,standard,
123,4cb0b3045581c3e48ce5ce4718bca27fb7a729646115c4617e9c2611de36b5da,45.0,FR,True,2021-07-10 06:27:31.186958060+00:00,,,2021-07-23 04:33:10.588958060+00:00,community,
124,c87503234c2196f25c9fef58c638c35200af2221ab136522baa7bbf9094dcfd3,22.0,FR,False,2021-05-10 22:47:26.361186680+00:00,,,,standard,
125,5d3063b110285a8a49dd9b40d3a2be9a6789061baa7998b48e3470626c86b36e,52.0,GB,False,2021-05-10 18:54:32.553478080+00:00,,,,standard,
126,165d98ee2a8ed367aabf57a3e9b1fcf3c4499cd0c7eabdec9e08fe91ffa33a75,39.0,FR,True,2021-07-06 20:16:25.735119320+00:00,,,2021-07-23 11:21:04.867119320+00:00,community,
127,32e99d74672c82a091f51c4518f4f0f2bbe1e6c3015eb376c50d18933e5dc456,27.0,GB,True,2021-05-06 20:41:37.687353721+00:00,,,,standard,
128,9fbbed088406afc0386795d616435af3b0ddfc6f49602cb4268cdcea9c152ed0,32.0,FR,False,2021-05-04 17:10:45.962315679+00:00,2021-05-04 17:33:31.449315679+00:00,,,standard,
129,63a7e6c611b56c0ff06213c2b28d452dbdbdd6059c13107643df47fa605504bd,44.0,FR,False,2021-07-02 20:44:04.110094920+00:00,,,,standard,
130,2d70792383ca2e7377579ad8ed0396c2d79034ba7a409f22a43cf18fce8fdbe3,72.0,PT,True,2021-07-17 20:01:27.850419+00:00,,,,standard,
131,45757a9195b71f5ff5f15b4ccd8040c2b9d4a56a4b7b15e11ad05d2c46b5582a,48.0,IT,True,2021-05-04 13:36:54.561246820+00:00,,,,standard,
132,32e98704af42cd527a31acee3dc7ec93554702bece870f3bdeb67aaf08cf5b62,40.0,ES,True,2021-06-20 07:15:37.282140280+00:00,,,,standard,
133,472040ea7f2c790fa331147e779d4a45d65056e5f40e3b13cd7e8dbe8df8aac6,29.0,BE,True,2021-06-17 19:35:34.891340400+00:00,,,,standard,
134,07801a019e2b5d76bd3479357bb42956db8d0ab232b3a161405b6f5b3eb3041c,24.0,GB,False,2021-06-30 11:29:17.258584240+00:00,,,,standard,
135,e93c1681e9b65f357fb8e539ced58af42dee381d7ad4a2c96d975f50eb6ad560,39.0,FR,False,2021-07-21 10:16:26.803117980+00:00,,,,standard,
136,ad7274810106c1886d03c9f2c020a0220c4825966cf393351d2d8b291e872ba2,19.0,CH,True,2021-05-20 12:44:23.185934520+00:00,,,,standard,
137,6e3fcce8e38d2ea68d351012f12b6e06cb78b69b530daef00d1fe1a731a76167,39.0,FR,True,2021-07-06 10:33:53.625017100+00:00,,,,standard,
138,524325d3d908cd7477a4062dd36d61b37b007db1a3c43a8ad6b3e8a7bbea1968,39.0,CH,False,2021-05-04 16:04:18.536959340+00:00,,,,standard,
139,529edb5f44c28f4023b20c5fc5f5b0d88c42e2353ef56e8c812a4a899cdcb215,21.0,ZA,False,2021-06-03 11:36:05.015751360+00:00,,,,standard,
140,fd131e9030634236717ab6f234f5de3f6701201a88b635fad3b1b91ea5ff8ca1,48.0,GB,False,2021-07-15 12:15:48.271809580+00:00,,,,standard,
141,645c242eadd56ed7f96244dcc9fb0a8abcaa5cf69793da9ea159a0a337930600,22.0,FR,True,2021-05-19 11:10:14.573724+00:00,,,,standard,
142,d943d547dfbf268515609c6069698e4bce0c396897a90fe98ee6dd5301dc2073,27.0,CH,False,2021-07-22 13:00:26.728936200+00:00,,,,standard,
143,e4252cefb16eec8f5297631802c61145b50a93886457dce3cbc5948448b8e246,27.0,CH,False,2021-07-14 19:05:42.974943180+00:00,,,,standard,
144,d5ed9ddaed7aedca535b3c1a9015048ee92d65b216e5ed6299dd3488e4f4646b,58.0,FR,False,2021-07-06 14:40:17.043757440+00:00,,,,standard,
145,e80fd8f7e597b33efb23784b7a6550d8bf108303219de8afc2252df71c6979c1,24.0,GB,True,2021-05-25 18:57:33.649157300+00:00,,,,standard,
146,4e0fdc7432b5c9ce57e80425b0ec7651a176213182fb0a3ecdbaa6f5bf0410d7,35.0,FR,False,2021-07-05 19:00:54.222330961+00:00,2021-07-06 21:49:09.491330961+00:00,,2021-07-06 21:55:46.739330961+00:00,community,
147,c62c389463596220bd58651b06f828791c869ccac5fa865c4bdc9398bc389463,45.0,PL,True,2021-07-07 07:18:28.065795880+00:00,,,,standard,
148,11ff7bb209e387446d44d139e0f7dd80327ca802978dec7c2fe63ae92b08a9e1,29.0,FR,True,2021-07-03 12:46:07.276359780+00:00,,,,standard,
149,5e8130d786583acc4aceeda529eabea9de1ce8e20cf63e20877f42a163372ccf,56.0,GB,False,2021-06-10 10:53:56.404084700+00:00,,,,standard,
150,aba9a8fbfac4740c2b0a1212e80f330a78611119bcdf7c048922d02c7b4e3265,27.0,BE,True,2021-05-05 19:57:45.299078320+00:00,2021-05-06 10:04:21.612078320+00:00,,,standard,
151,cedaf8ceb7a37059ce932c633050fef7775f6a7f93c0566a47fdcec28457be5e,33.0,SI,True,2021-05-07 13:00:47.397949680+00:00,,,,standard,
152,05b5f0563966da3e47647f708c10aeb2089d802dcadfa4c09e924cafee1480cc,28.0,GB,True,2021-07-08 15:35:35.487223800+00:00,,,,standard,
153,c72cf1d27c226f974fd79716c13ab2a82b9bcd0cd178e4ffcf42e570c7d836ce,31.0,GB,True,2021-07-15 15:54:51.034344080+00:00,,,,standard,
154,720b1c24a3db84e21906220e683d71f5776058e7076f87aad15993fdd720e3b4,50.0,BE,False,2021-05-07 10:54:26.351630860+00:00,,,,standard,
155,0c6e4e12df3ad0d4657fda4ee31b068963ee58f9ee9a62f4ae0270c37ac83132,33.0,GB,True,2021-07-03 12:41:15.693875080+00:00,,,,standard,
156,1ba54f1a1968df526120e8ef32241f38ec968111b97c49051f4735e5d64893e3,54.0,PL,False,2021-05-30 15:40:08.722556960+00:00,,,,standard,
157,7f5676f562866074b9e8b201c82b5e25ad836e0edcbc2369d806471ad3c87bbe,32.0,DK,True,2021-05-23 09:10:56.723272920+00:00,,,,standard,
158,2fabf89ec426fe773497c797ec17aa4e3d0ad3c09fa0c5ae13312ede8cb8458c,29.0,FR,True,2021-06-08 10:24:15.055888140+00:00,,,,standard,
